provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code
PR_00253,2934172233,Mary,Liu,DO PhD,"Mary Liu, DO PhD",Nephrology,4807 Central Park West,,Yonkers,NY,11202,646  820.9063,4807 Central Park West,,Yonkers,NY,11202,060NY870267,NY,2025-01-07,Yes,False,32,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-05-18,274736526X
PR_00254,8374550844,Michael,Johnson,MD PhD,"Michael Johnson, MD PhD",Cardiology,5850 Sunset Blvd,Suite 165,San Francisco,CA,94001,(646) 906-9444,5850 Sunset Blvd,Suite 165,San Francisco,CA,94001,A24938,CA,2024-04-09,Unknown,True,4,UCSF School of Medicine,Mount Sinai Hospital,2025-07-08,214212564X
PR_00255,7871255214,Ana,Yang,MD,"Ana Yang, MD",Anesthesiology,688 Ventura Blvd,,San Diego,CA,90003,(917) 649-7811,688 Ventura Blvd,,San Diego,CA,90003,A57400,CA,2023-11-18,Yes,True,31,NYU Grossman School of Medicine,NewYork-Presbyterian Hospital,2024-12-18,222986369X
PR_00256,6678507201,David,Moore,MD PhD,"David Moore, MD PhD",Family Medicine,6800 Beverly Dr,,San Jose,CA,90003,(818) 729-2140,6800 Beverly Dr,,San Jose,CA,90003,A39908,CA,2023-10-10,Yes,False,21,UCLA David Geffen School of Medicine,Mayo Clinic,2025-01-23,208250139X
PR_00257,5048926737,Jennifer,Williams,DO,"Jennifer Williams, DO",Radiology,948 Ventura Blvd,,Fresno,CA,92001,3238398244,948 Ventura Blvd,,Fresno,CA,92001,A82562,CA,2024-09-15,Unknown,False,26,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-07-21,204962052X
PR_00258,0894346811,Jessica,Perez,DO PhD,"Jessica Perez, DO PhD",Family Medicine,2065 Ventura Blvd,Suite 665,Fresno,CA,90004,(818) 261-7110,2065 Ventura Blvd,Suite 665,Fresno,CA,90004,A54657,CA,2023-11-24,No,False,8,Harvard Medical School,Johns Hopkins Hospital,2025-01-16,239991663X
PR_00259,8315893576,Sarah,Smith,DO PhD,"Sarah Smith, DO PhD",Oncology,3869 Central Park West,Suite 406,Albany,NY,14202,(718) 350-7974,3869 Central Park West,Suite 406,Albany,NY,14202,060NY922911,NY,2023-10-14,No,True,6,Harvard Medical School,UCSF Medical Center,2025-06-28,263921605X
PR_00260,7762282775,Christopher,Lewis,MD,"Christopher Lewis, MD",Gastroenterology,8623 Second Ave,,ALBANY,NY,14201,(646) 921-9408,8623 Second Ave,,Albany,NY,14201,060NY712686,NY,2025-10-18,Unknown,True,14,UCSF School of Medicine,Mount Sinai Hospital,2025-08-17,221050667X
PR_00261,0229604434,Jessica,White,MD,"Jessica White, MD",Nephrology,6695 Wilshire Blvd,,San Diego,CA,91001,646  957.9008,2512 Wilshire Blvd,,Sacramento,CA,90005,A49748,CA,2024-08-25,Yes,True,36,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-08-11,256045988X
PR_00262,2519966367,Barbara,Wang,MD PhD,"Barbara Wang, MD PhD",Pulmonology,5535 Second Ave,Suite 241,Syracuse,NY,14202,(929) 753-1750,5535 Second Ave,Suite 241,Syracuse,NY,14202,060NY583326,NY,2025-07-10,Unknown,False,18,Stanford University School of Medicine,Mayo Clinic,2024-09-05,203329148X
PR_00263,8204339716,Sarah,Martin,MD,"Sarah Martin, MD",Cardiology,1396 Hollywood Blvd,,Los Angeles,CA,95001,(323) 821-6249,1396 Hollywood Blvd,,Los Angeles,CA,95001,A75881,CA,2023-02-08,No,True,32,Harvard Medical School,UCLA Medical Center,2025-01-22,224227374X
PR_00264,0046152651,Linda,Johnson,MD PhD,"Linda Johnson, MD PhD",Orthopedic Surgery,1492 Fifth Ave,Suite 247,Brooklyn,NY,14201,(347) 584-2981,1469 Madison Ave,,Buffalo,NY,11202,060NY161775,NY,2024-10-28,Yes,True,16,University of Michigan Medical School,Cleveland Clinic,2024-12-24,268265991X
PR_00265,8249671833,Carlos,Kumar,DO PhD,"Carlos Kumar, DO PhD",Psychiatry,4413 Main St,,Sacramento,CA,93001,(646) 582-9854,474 Rodeo Dr,Suite 700,San Jose,CA,90001,A98486,CA,2023-07-27,Yes,True,35,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-08-12,200134359X
PR_00266,9840289146,Wei,Robinson,MD PhD,"Wei Robinson, MD PhD",Neurology,2743 Main St,Suite 356,Los Angeles,CA,93001,(718) 604-3014,2743 Main St,Suite 356,Los Angeles,CA,93001,A59827,CA,2024-12-20,Yes,False,28,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2024-09-18,245987725X
PR_00267,9700268762,Rajesh,Taylor,DO PhD,"Rajesh Taylor, DO PhD",Family Medicine,5270 Third Avenue,,Bronx,NY,11203,(323) 283-2270,5270 Third Ave,,Bronx,NY,11203,060NY825452,NY,2023-10-01,Unknown,True,29,Stanford University School of Medicine,UCLA Medical Center,2025-02-22,280706579X
PR_00268,5319433756,Patricia,Harris,DO,"Patricia Harris, DO",Emergency Medicine,139 Wilshire Blvd,,Santa Ana,CA,91001,(212) 487-9074,139 Wilshire Blvd,,Santa Ana,CA,91001,A39035,CA,2023-02-10,Unknown,True,1,University of Pennsylvania Perelman School of Medicine,UCSF Medical Center,2025-07-08,237224958X
PR_00269,3843089488,Sarah,Kumar,DO PhD,"Sarah Kumar, DO PhD",Otolaryngology,3175 Columbus Ave,,Queens,NY,10002,310  202.7997,3175 Columbus Ave,,Queens,NY,10002,060NY233620,NY,2024-06-15,Unknown,True,21,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-04-15,216336672X
PR_00270,3519036139,Priya,Singh,DO PhD,"Priya Singh, DO PhD",Oncology,8475 Broadway,Suite 530,Bronx,NY,10001,(917) 368-6394,8475 Broadway,Suite 530,Bronx,NY,10001,060NY431603,NY,2023-01-11,No,True,7,Harvard Medical School,Mount Sinai Hospital,2025-01-24,203224383X
PR_00271,9717911008,Sarah,Perez,MD PhD,"Sarah Perez, MD PhD",Radiology,7760 Park Ave,,Rochester,NY,10001,(213) 520-2065,7760 Park Ave,,Rochester,NY,10001,060NY348243,NY,2023-05-30,Yes,True,29,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-25,284045156X
PR_00272,9076769912,Linda,Jones,MD,"Linda Jones, MD",Urology,9163 Main St,,Fresno,CA,92001,(929) 866-1425,9163 Main St,,Fresno,CA,92001,A63884,CA,2024-04-22,No,False,38,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-07-12,201649345X
PR_00273,2002496853,Karen,Jones,DO,"Karen Jones, DO",Psychiatry,2065 Ventura Blvd,,Fresno,CA,91001,(347) 797-9866,2065 Ventura Blvd,,Fresno,CA,91001,A68277,CA,2024-01-16,Yes,True,31,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-04-06,249503523X
PR_00274,5377959954,John,Singh,DO,"John Singh, DO",Pediatrics,8309 York Ave,,NEW YORK,NY,11202,(424) 506-7859,8309 York Ave,,New York,NY,11202,060NY771670,NY,2024-02-17,No,True,7,UCSF School of Medicine,Massachusetts General Hospital,2024-12-23,229448158X
PR_00275,6205015084,Fatima,Smith,DO,"Fatima Smith, DO",Neurology,7644 Pico Blvd,,San Jose,CA,90004,(718) 345-5760,7644 Pico Blvd,,San Jose,CA,90004,A53452,CA,2025-02-08,No,True,38,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-08-18,226725819X
PR_00276,4102615347,Christopher,Jackson,DO,"Christopher Jackson, DO",Orthopedic Surgery,4293 Central Park West,,Queens,NY,11201,(310) 445-7056,4293 Central Park West,,Queens,NY,11201,060NY305507,NY,2023-02-14,No,True,34,University of Michigan Medical School,UCSF Medical Center,2024-09-03,208774822X
PR_00277,9938425303,James,Martinez,DO,"James Martinez, DO",Internal Medicine,3141 Ventura Blvd,,Oakland,CA,91001,626  486.3071,3141 Ventura Blvd,,Oakland,CA,91001,A93380,CA,2024-05-15,Unknown,False,14,Stanford University School of Medicine,Mount Sinai Hospital,2024-09-28,282528662X
PR_00278,7749690331,David,Hernandez,DO PhD,"David Hernandez, DO PhD",Nephrology,8343 Beverly Dr,,Santa Ana,CA,94001,(917) 662-4840,8343 Beverly Dr,,Santa Ana,CA,94001,A59005,CA,2025-12-12,No,True,20,UCLA David Geffen School of Medicine,UCSF Medical Center,2024-11-14,221100279X
PR_00279,9567766575,Fatima,White,MD PhD,"Fatima White, MD PhD",Endocrinology,2201 Fifth Ave,,Buffalo,NY,11203,(929) 479-7264,2201 Fifth Ave,,Buffalo,NY,11203,060NY143141,NY,2025-08-10,Yes,True,29,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2024-10-07,210185574X
PR_00280,4439284049,Patricia,Garcia,MD PhD,"Patricia Garcia, MD PhD",Emergency Medicine,8402 Ventura Blvd,,San Diego,CA,90005,(347) 554-7616,1169 Beverly Dr,Suite 301,Los Angeles,CA,94001,A98487,CA,2024-11-05,No,True,31,Yale School of Medicine,Mayo Clinic,2025-02-11,230545068X
PR_00281,2924075535,Joseph,Wilson,DO PhD,"Joseph Wilson, DO PhD",Pathology,9618 York Ave,,Syracuse,NY,11203,213- 635-7608,3078 Second Ave,,Yonkers,NY,10004,060NY994376,NY,2023-03-03,Unknown,False,21,University of Michigan Medical School,Massachusetts General Hospital,2024-11-16,204323017X
PR_00282,2182097026,Fatima,Rodriguez,DO,"Fatima Rodriguez, DO",Pediatrics,5411 Pico Blvd,Suite 500,Oakland,CA,92001,(917) 271-7322,6332 Hollywood Blvd,,Santa Ana,CA,90002,A69183,CA,2024-09-15,No,True,15,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2025-01-13,207711235X
PR_00283,2346729942,Patricia,Singh,MD,"Patricia Singh, MD",Neurology,6732 Second Ave,Suite 528,Queens,NY,10002,(424) 407-9232,6732 Second Ave,Suite 528,Queens,NY,10002,060NY172103,NY,2025-03-07,Unknown,False,18,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-06-21,259825080X
PR_00284,4692632961,David,Sanchez,DO,"David Sanchez, DO",Pathology,9327 First Ave,,Syracuse,NY,11203,(310) 593-4005,9327 First Ave,,Syracuse,NY,11203,060NY401897,NY,2025-07-23,Unknown,True,26,Harvard Medical School,Cleveland Clinic,2025-06-14,236745629X
PR_00285,8567243800,Mohammed,Sharma,MD PhD,"Mohammed Sharma, MD PhD",Cardiology,1094 Hollywood Blvd,,Santa Ana,CA,92001,(310) 227-2199,1094 Hollywood Blvd,,Santa Ana,CA,92001,A58330,CA,2023-06-06,Unknown,False,25,NYU Grossman School of Medicine,UCSF Medical Center,2025-05-26,253240727X
PR_00286,0912418627,Michael,Smith,MD PhD,"Michael Smith, MD PhD",Oncology,2237 Third Ave,,Syracuse,NY,11203,(718) 887-1183,3970 Central Park West,,Syracuse,NY,10003,060NY392701,NY,2023-11-27,Unknown,False,10,UCSF School of Medicine,UCLA Medical Center,2025-06-03,229081281X
PR_00287,6335331068,Ahmed,Williams,DO,"Ahmed Williams, DO",Internal Medicine,783 Columbus Ave,,Albany,NY,10002,(212) 214-6523,783 Columbus Ave,,Albany,NY,10002,060NY154961,NY,2023-01-10,Yes,True,15,Stanford University School of Medicine,Mayo Clinic,2025-06-09,205907259X
PR_00288,3155206500,Linda,Kumar,MD,"Linda Kumar, MD",Psychiatry,5287 Ventura Blvd,Suite 654,San Jose,CA,95001,(213) 417-8516,5287 Ventura Blvd,Suite 654,San Jose,CA,95001,A66083,CA,2023-09-05,Yes,True,18,University of Michigan Medical School,UCLA Medical Center,2025-08-11,209037049X
PR_00289,1956252579,Mohammed,Wilson,DO PhD,"Mohammed Wilson, DO PhD",Emergency Medicine,9812 First Ave,,Brooklyn,NY,14201,718  543.1289,9812 First Ave,,Brooklyn,NY,14201,060NY696854,NY,2023-12-18,Unknown,False,25,Yale School of Medicine,Cleveland Clinic,2024-12-19,278848693X
PR_00290,7432630391,Ahmed,Smith,DO,"Ahmed Smith, DO",Pathology,2033 Lexington Ave,,Bronx,NY,11202,(310) 956-6385,2033 Lexington Ave,,Bronx,NY,11202,060NY162833,NY,2023-10-09,Yes,False,21,Harvard Medical School,UCSF Medical Center,2024-10-06,238715788X
PR_00291,9685270173,Carlos,Johnson,DO,"Carlos Johnson, DO",Psychiatry,5428 Beverly Dr,,San Jose,CA,90004,(718) 397-1853,5428 Beverly Dr,,San Jose,CA,90004,A97163,CA,2024-05-23,Unknown,True,14,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-06-06,279541539X
PR_00292,4973471567,Jessica,Wilson,DO,"Jessica Wilson, DO",Anesthesiology,6984 Central Park West,Suite 302,Syracuse,NY,10005,(213) 371-8712,6984 Central Park West,Suite 302,Syracuse,NY,10005,060NY285006,NY,2024-05-24,No,False,33,University of Michigan Medical School,UCSF Medical Center,2025-06-15,264693042X
PR_00293,4689715271,John,Harris,DO PhD,"John Harris, DO PhD",Pulmonology,4919 Pico Blvd,,San Francisco,CA,94001,917  358.4106,4919 Pico Blvd,,San Francisco,CA,94001,A70771,CA,2024-09-18,Yes,True,33,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-02-07,255810437X
PR_00294,7506633709,Jennifer,White,DO PhD,"Jennifer White, DO PhD",Endocrinology,9639 Fifth Ave,,Yonkers,NY,10001,(929) 846-1462,9267 Madison Ave,,Bronx,NY,11202,060NY908735,NY,2024-12-14,Unknown,True,17,University of Michigan Medical School,Mount Sinai Hospital,2024-09-19,219779316X
PR_00295,6264488695,Thomas,Thomas,DO,"Thomas Thomas, DO",Neurology,1513 Columbus Ave,,YONKERS,NY,11202,(347) 951-7743,1513 Columbus Ave,,Yonkers,NY,11202,060NY184251,NY,2025-11-27,Unknown,True,7,University of Michigan Medical School,UCLA Medical Center,2025-06-21,236107432X
PR_00296,6225223721,Maria,Wilson,DO PhD,"Maria Wilson, DO PhD",Anesthesiology,106 Sunset Blvd,Suite 892,Santa Ana,CA,90001,(323) 312-8383,106 Sunset Blvd,Suite 892,Santa Ana,CA,90001,A78807,CA,2025-05-03,Unknown,True,12,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-06-01,225754346X
PR_00297,3771004090,Thomas,Clark,DO PhD,"Thomas Clark, DO PhD",Otolaryngology,1790 Sunset Blvd,Suite 227,San Diego,CA,90005,2122994458,1790 Sunset Blvd,Suite 227,San Diego,CA,90005,A54846,CA,2023-03-02,Unknown,True,25,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-28,263516094X
PR_00298,1076209188,Carlos,Perez,DO PhD,"Carlos Perez, DO PhD",Radiology,5621 Third Ave,,Bronx,NY,11201,(347) 916-5072,5621 Third Ave,,Bronx,NY,11201,060NY160022,NY,2024-12-30,No,False,40,UCSF School of Medicine,UCSF Medical Center,2024-09-29,225224200X
PR_00299,6716493287,John,Lee,MD,"John Lee, MD",Pathology,750 Beverly Dr,,Santa Ana,CA,90004,(424) 933-9267,750 Beverly Dr,,Santa Ana,CA,90004,A90293,CA,2023-06-16,Yes,True,32,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2024-09-23,273651529X
PR_00300,0256434718,Li,Robinson,DO,"Li Robinson, DO",Gastroenterology,1896 Santa Monica Blvd,Suite 871,San Jose,CA,90004,(626) 339-9757,1896 Santa Monica Blvd,Suite 871,San Jose,CA,90004,A21722,CA,2023-08-05,Unknown,False,6,NYU Grossman School of Medicine,Cleveland Clinic,2024-11-12,280621827X
PR_00301,9319525699,David,Perez,DO PhD,"David Perez, DO PhD",Cardiology,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,818  201.6092,6253 Ventura Blvd,Suite 218,Oakland,CA,90004,A24599,CA,2023-07-02,Yes,True,25,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-02-28,291174393X
PR_00302,9420954819,Fatima,Rodriguez,DO,"Fatima Rodriguez, DO",Dermatology,151 York Ave,Suite 403,Syracuse,NY,112**,(347) 923-8836,151 York Ave,Suite 403,Syracuse,NY,11201,060NY624112,NY,2025-07-22,Unknown,True,32,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-08-03,244713904X
PR_00303,6567566188,Robert,Wilson,DO,"Robert Wilson, DO",Ophthalmology,862 Sunset Blvd,Suite 934,Santa Ana,CA,92001,(818) 489-5626,862 Sunset Blvd,Suite 934,Santa Ana,CA,92001,A30865,CA,2023-02-14,Unknown,True,36,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-06-27,243408507X
PR_00304,3059126627,Carlos,Zhang,MD,"Carlos Zhang, MD",Neurology,4982 Santa Monica Blvd,Suite 812,San Francisco,CA,95001,(212) 298-6825,4982 Santa Monica Blvd,Suite 812,San Francisco,CA,95001,A28982,CA,2024-03-05,No,True,4,Stanford University School of Medicine,UCLA Medical Center,2024-11-03,258226527X
PR_00305,7647501112,Robert,Sanchez,DO,"Robert Sanchez, DO",Pediatrics,3947 Second Ave,,Syracuse,NY,10005,(718) 700-9351,3947 Second Ave,,Syracuse,NY,10005,060NY784507,NY,2025-02-07,Yes,True,38,University of Michigan Medical School,Mount Sinai Hospital,2025-04-15,293110307X
PR_00306,0688871892,Maria,Miller,DO,"Maria Miller, DO",Oncology,7106 Lexington Ave,,Queens,NY,10002,(323) 930-3033,7106 Lexington Ave,,Queens,NY,10002,060NY933853,NY,2024-01-14,Yes,True,12,University of Michigan Medical School,Mayo Clinic,2025-08-31,274453495X
PR_00307,8458260347,Elizabeth,Lee,MD,"Elizabeth Lee, MD",Cardiology,9423 Park Ave,,Queens,NY,10002,(212) 731-5807,9423 Park Ave,,Queens,NY,10002,060NY136705,NY,2023-06-23,Unknown,False,9,University of Michigan Medical School,Mount Sinai Hospital,2024-09-12,242001565X
PR_00308,5429618448,Susan,Thompson,DO,"Susan Thompson, DO",Otolaryngology,733 Hollywood Blvd,Suite 976,Los Angeles,CA,90004,(213) 865-3675,733 Hollywood Blvd,Suite 976,Los Angeles,CA,90004,A27590,CA,2024-03-18,No,False,6,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2024-09-12,219225877X
PR_00309,2566093140,Jessica,Wilson,MD,"Jessica Wilson, MD",Gastroenterology,4414 Hollywood Blvd,,Sacramento,CA,950**,718- 744-2802,4414 Hollywood Blvd,,Sacramento,CA,95001,A89291,CA,2023-12-02,Unknown,False,5,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-03-01,244763940X
PR_00310,2849718591,Carlos,Moore,DO,"Carlos Moore, DO",Cardiology,3699 Melrose Ave,,Los Angeles,CA,90002,(347) 764-5440,3699 Melrose Ave,,Los Angeles,CA,90002,A59628,CA,2023-08-04,Unknown,True,4,Johns Hopkins School of Medicine,UCLA Medical Center,2025-02-15,224249450X
PR_00311,4053967275,Patricia,Sharma,DO PhD,"Patricia Sharma, DO PhD",Otolaryngology,2091 Lexington Ave,,New York,NY,14201,(929) 679-9228,2091 Lexington Ave,,New York,NY,14201,060NY249600,NY,2025-02-14,No,False,28,Yale School of Medicine,Cleveland Clinic,2025-03-30,285313518X
PR_00312,4870682775,Li,Garcia,MD PhD,"Li Garcia, MD PhD",Pediatrics,5124 Fifth Ave,,Brooklyn,NY,10002,(323) 901-9722,5124 Fifth Ave,,Brooklyn,NY,10002,060NY273133,NY,2023-04-28,Unknown,True,26,Harvard Medical School,Cleveland Clinic,2025-08-30,295852942X
PR_00313,0676251539,Linda,Sharma,MD PhD,"Linda Sharma, MD PhD",Pathology,8653 Columbus Ave,,New York,NY,14202,(323) 984-2931,8578 Park Ave,,Queens,NY,10002,060NY239794,NY,2025-11-18,No,False,31,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2025-05-16,200299883X
PR_00314,5097545101,Maria,Wang,DO PhD,"Maria Wang, DO PhD",Internal Medicine,4995 Columbus Ave,,Albany,NY,10001,(929) 939-4050,4995 Columbus Ave,,Albany,NY,10001,060NY989561,NY,2025-09-26,No,False,1,Stanford University School of Medicine,UCSF Medical Center,2024-12-25,226513965X
PR_00315,8417722568,David,Singh,DO,"David Singh, DO",Orthopedic Surgery,7986 Broadway,Suite 504,Queens,NY,10005,(212) 567-4251,7986 Broadway,Suite 504,Queens,NY,10005,060NY482201,NY,2025-05-27,Yes,True,19,Harvard Medical School,Mayo Clinic,2025-02-12,256513148X
PR_00316,6862110228,Maria,Perez,MD,"Maria Perez, MD",Anesthesiology,3261 First Ave,,BUFFALO,NY,10002,(929) 712-1223,3261 First Ave,,Buffalo,NY,10002,060NY938672,NY,2023-09-18,Unknown,True,4,NYU Grossman School of Medicine,UCSF Medical Center,2024-11-01,298976388X
PR_00317,1436371890,John,Ramirez,DO PhD,"John Ramirez, DO PhD",Emergency Medicine,7962 Fifth Ave,,Yonkers,NY,10004,(646) 393-3436,7962 Fifth Ave,,Yonkers,NY,10004,060NY295937,NY,2024-05-25,Yes,True,9,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2025-04-15,225793612X
PR_00318,5670860415,Fatima,Martinez,DO PhD,"Fatima Martinez, DO PhD",Psychiatry,3271 Fifth Ave,,New York,NY,11202,(347) 572-5596,3271 Fifth Ave,,New York,NY,11202,060NY764073,NY,2024-04-18,No,False,16,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-06-01,205488046X
PR_00319,0825559899,John,Brown,MD PhD,"John Brown, MD PhD",Cardiology,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,(929) 443-5521,7735 Lexington Ave,Suite 603,Brooklyn,NY,11202,060NY419141,NY,2023-08-17,Yes,False,6,Stanford University School of Medicine,Mayo Clinic,2024-10-15,299668398X
PR_00320,8202368484,Karen,Davis,MD,"Karen Davis, MD",Neurology,3121 Park Ave,Suite 659,Syracuse,NY,10002,(929) 574-8347,3121 Park Ave,Suite 659,Syracuse,NY,10002,060NY416120,NY,2025-08-29,Unknown,True,28,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-31,270298247X
PR_00321,7868669434,Fatima,Kumar,MD,"Fatima Kumar, MD",Orthopedic Surgery,4492 Central Park West,Suite 679,Queens,NY,10005,(646) 203-3621,3117 Central Park West,,Yonkers,NY,11203,060NY638430,NY,2023-06-03,Unknown,True,38,Harvard Medical School,Mount Sinai Hospital,2024-12-19,294993136X
PR_00322,0338105954,Maria,Singh,MD PhD,"Maria Singh, MD PhD",Emergency Medicine,3610 Lexington Ave,Suite 329,Buffalo,NY,14201,(929) 285-9999,3903 Lexington Ave,,New York,NY,10003,060NY391248,NY,2023-09-30,No,True,27,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-03-20,207685767X
PR_00323,4983735434,Rajesh,Smith,MD PhD,"Rajesh Smith, MD PhD",Oncology,4583 Madison Ave,,Buffalo,NY,100**,(424) 844-7479,4583 Madison Ave,,Buffalo,NY,10001,060NY915987,NY,2023-08-06,Yes,False,15,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-06-19,264291216X
PR_00324,7618209163,David,Shah,DO,"David Shah, DO",Psychiatry,2886 Park Ave,,Syracuse,NY,10003,(213) 221-2802,2670 Madison Ave,Suite 246,Yonkers,NY,14202,060NY175548,NY,2025-05-23,Yes,True,9,University of Pennsylvania Perelman School of Medicine,Johns Hopkins Hospital,2025-04-18,219144226X
PR_00325,5723084813,Rajesh,Liu,MD,"Rajesh Liu, MD",Anesthesiology,154 Wilshire Blvd,Suite 591,Sacramento,CA,90002,(212) 245-2684,154 Wilshire Blvd,Suite 591,Sacramento,CA,90002,A68238,CA,2023-12-01,Unknown,False,7,Yale School of Medicine,UCSF Medical Center,2025-06-22,200162459X
PR_00326,2131451951,Fatima,Anderson,MD,"Fatima Anderson, MD",Nephrology,6315 Madison Ave,Suite 800,Rochester,NY,10005,(718) 569-2389,6315 Madison Ave,Suite 800,Rochester,NY,10005,060NY849575,NY,2023-08-19,Yes,True,12,UCLA David Geffen School of Medicine,UCLA Medical Center,2024-10-30,224342463X
PR_00327,1022526776,Priya,Ramirez,DO,"Priya Ramirez, DO",Emergency Medicine,4941 Pico Blvd,,Fresno,CA,91001,(718) 315-8003,4941 Pico Blvd,,Fresno,CA,91001,A75437,CA,2025-01-25,Unknown,False,10,Stanford University School of Medicine,UCLA Medical Center,2025-06-29,224410491X
PR_00328,6878878832,Carlos,Harris,MD PhD,"Carlos Harris, MD PhD",Oncology,6945 First Ave,,Yonkers,NY,14202,(213) 285-7911,6945 First Ave,,Yonkers,NY,14202,060NY941105,NY,2024-05-18,Unknown,True,6,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-09-01,227283734X
PR_00329,7286333024,Li,Johnson,MD PhD,"Li Johnson, MD PhD",Anesthesiology,2189 Fifth Ave,,New York,NY,11201,718- 912-3344,2189 Fifth Ave,,New York,NY,11201,060NY916470,NY,2023-10-13,No,True,28,NYU Grossman School of Medicine,Massachusetts General Hospital,2024-09-08,214228398X
PR_00330,4765704129,Priya,Zhang,MD,"Priya Zhang, MD",Endocrinology,9731 Madison Ave,,New York,NY,100**,(212) 857-1526,1263 Broadway,,Yonkers,NY,10003,060NY592584,NY,2023-10-14,Unknown,True,33,Johns Hopkins School of Medicine,Massachusetts General Hospital,2025-02-12,256857416X
PR_00331,2369036283,Priya,Robinson,MD PhD,"Priya Robinson, MD PhD",Psychiatry,8223 Melrose Ave,,San Jose,CA,92001,(424) 279-8674,8223 Melrose Ave,,San Jose,CA,92001,A22050,CA,2025-12-04,No,False,26,UCLA David Geffen School of Medicine,Mayo Clinic,2025-08-06,249858951X
PR_00332,8113904386,Rajesh,Ramirez,DO,"Rajesh Ramirez, DO",Orthopedic Surgery,1711 Fifth Ave,,Rochester,NY,14202,(917) 853-1530,1711 Fifth Ave,,Rochester,NY,14202,060NY351165,NY,2024-07-31,Yes,False,6,University of Michigan Medical School,Massachusetts General Hospital,2024-11-18,264935475X
PR_00333,2156818206,Michael,Brown,MD PhD,"Michael Brown, MD PhD",Pathology,5057 Broadway,,Rochester,NY,10005,424  591.8814,5057 Broadway,,Rochester,NY,10005,060NY429748,NY,2025-03-11,Unknown,True,19,Johns Hopkins School of Medicine,Mayo Clinic,2024-09-18,262157065X
PR_00334,6339912977,David,Garcia,DO,"David Garcia, DO",Internal Medicine,2308 Sunset Blvd,,Sacramento,CA,93001,(718) 215-3336,2308 Sunset Blvd,,Sacramento,CA,93001,A57227,CA,2025-06-01,No,True,32,Stanford University School of Medicine,Mount Sinai Hospital,2025-03-26,222779115X
PR_00335,7219705463,Fatima,Jackson,DO,"Fatima Jackson, DO",Emergency Medicine,9446 Third Ave,Suite 827,Rochester,NY,10002,(213) 834-3113,9446 Third Ave,Suite 827,Rochester,NY,10002,060NY370473,NY,2025-08-27,No,False,33,University of Michigan Medical School,UCLA Medical Center,2025-02-23,211205911X
PR_00336,6296136719,Priya,Clark,DO PhD,"Priya Clark, DO PhD",Anesthesiology,700 Amsterdam Ave,,New York,NY,10004,(929) 677-8675,700 Amsterdam Ave,,New York,NY,10004,060NY262070,NY,2023-08-04,Unknown,False,7,Stanford University School of Medicine,Mayo Clinic,2025-07-09,253277039X
PR_00337,7082723597,Carlos,Ramirez,DO,"Carlos Ramirez, DO",Emergency Medicine,1057 Third Ave,,Rochester,NY,142**,(212) 815-7230,1057 Third Ave,,Rochester,NY,14202,060NY599352,NY,2023-08-23,Yes,False,28,UCSF School of Medicine,Cleveland Clinic,2025-08-06,228386094X
