license_number,provider_name,first_name,last_name,license_type,profession_code,specialty,status,issue_date,expiration_date,last_renewal_date,address_line1,address_city,address_state,address_zip,phone,disciplinary_actions,board_certified,medical_school,verification_date
060NY233037,"Li Johnson, DO",Li,Johnson,Physician,060,Internal Medicine,Active,2019-12-18,2024-11-10,2024-05-20,8885 Second Ave,Buffalo,NY,12442,(424) 545-9391,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY573813,"David Jackson, MD PhD",David,Jackson,Physician,060,Ophthalmology,Active,2017-12-25,2027-03-28,2025-06-21,7232 Fifth Ave,Syracuse,NY,13666,(213) 689-4211,[],True,Harvard Medical School,2025-09-02
060NY388253,"Fatima Yang, DO PhD",Fatima,Yang,Physician,060,Oncology,Active,2022-10-19,2025-01-10,2023-02-01,8109 Amsterdam Ave,Buffalo,NY,14707,(213) 717-9146,[],True,Harvard Medical School,2025-09-02
060NY617899,"Mary Singh, DO",Mary,Singh,Physician,060,Internal Medicine,Expired,2016-06-17,2027-08-27,2023-11-21,8592 Broadway,Buffalo,NY,13020,(212) 912-5412,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY499443,"Mohammed White, DO PhD",Mohammed,White,Physician,060,Urology,Active,2019-12-14,2027-03-26,2025-06-16,502 Columbus Ave,Buffalo,NY,12806,(929) 474-5115,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY305633,"Jennifer Robinson, DO PhD",Jennifer,Robinson,Physician,060,Dermatology,Expired,2019-09-19,2026-04-27,2024-08-18,4041 Columbus Ave,Rochester,NY,13206,(917) 399-9948,[],True,Stanford University School of Medicine,2025-09-02
060NY183473,"Jennifer Hernandez, MD PhD",Jennifer,Hernandez,Physician,060,Radiology,Inactive,2021-07-31,2027-08-29,2023-10-12,7919 Madison Ave,Buffalo,NY,13306,(424) 426-4641,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY334412,"Karen White, MD",Karen,White,Physician,060,Endocrinology,Active,2022-06-25,2026-11-12,2023-08-08,5994 Broadway,Albany,NY,12657,(212) 824-6250,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY107971,"Charles Taylor, DO",Charles,Taylor,Physician,060,Neurology,Expired,2020-03-27,2025-05-05,2022-10-19,9453 Fifth Ave,Buffalo,NY,10384,(917) 734-6465,[],True,Stanford University School of Medicine,2025-09-02
060NY979296,"Ana Williams, MD",Ana,Williams,Physician,060,Pathology,Active,2021-04-26,2026-11-18,2023-12-13,1446 Third Ave,Rochester,NY,11657,(718) 421-3842,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY598970,"Mohammed Wilson, DO PhD",Mohammed,Wilson,Physician,060,Endocrinology,Active,2022-08-01,2026-01-02,2023-04-14,7330 Third Ave,Rochester,NY,11226,(818) 858-2787,[],False,Harvard Medical School,2025-09-02
060NY578814,"Michael Thompson, DO",Michael,Thompson,Physician,060,Oncology,Active,2016-10-08,2027-08-21,2024-12-27,9695 York Ave,Buffalo,NY,13915,(212) 478-6914,[],True,Harvard Medical School,2025-09-02
060NY521730,"Li Kumar, MD PhD",Li,Kumar,Physician,060,Orthopedic Surgery,Active,2022-02-20,2026-07-11,2023-04-10,6818 Broadway,Syracuse,NY,14414,(310) 486-5893,[],True,Harvard Medical School,2025-09-02
060NY876787,"Barbara Perez, MD PhD",Barbara,Perez,Physician,060,Emergency Medicine,Active,2017-08-08,2026-07-29,2023-04-22,5960 Third Ave,Rochester,NY,10972,(718) 909-8014,[],False,Harvard Medical School,2025-09-02
060NY144957,"Robert Smith, MD",Robert,Smith,Physician,060,Dermatology,Active,2020-03-26,2026-10-04,2024-05-20,9607 Columbus Ave,Buffalo,NY,10948,(929) 524-2134,[],True,Harvard Medical School,2025-09-02
060NY135430,"Mary Perez, DO PhD",Mary,Perez,Physician,060,Endocrinology,Inactive,2021-05-21,2027-01-21,2024-08-25,1645 Lexington Ave,Albany,NY,13138,(213) 800-9038,[],True,Stanford University School of Medicine,2025-09-02
060NY570815,"Li Anderson, DO PhD",Li,Anderson,Physician,060,Pulmonology,Active,2020-05-23,2026-12-27,2024-10-31,105 Madison Ave,Buffalo,NY,13021,(347) 414-2140,[],True,Harvard Medical School,2025-09-02
060NY872848,"Ahmed Sharma, MD",Ahmed,Sharma,Physician,060,Dermatology,Active,2021-07-16,2025-01-08,2024-12-18,3280 Amsterdam Ave,Albany,NY,10758,(212) 586-1132,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY613317,"Joseph Clark, MD PhD",Joseph,Clark,Physician,060,Orthopedic Surgery,Active,2021-05-21,2027-04-08,2023-09-27,397 York Ave,New York,NY,13735,(646) 385-6735,[],False,Stanford University School of Medicine,2025-09-02
060NY689343,"Mary Taylor, MD PhD",Mary,Taylor,Physician,060,Emergency Medicine,Active,2018-04-01,2025-06-06,2023-07-19,2536 Amsterdam Ave,Albany,NY,13715,(213) 873-4950,[],True,Stanford University School of Medicine,2025-09-02
060NY853180,"Michael Chen, DO",Michael,Chen,Physician,060,Pulmonology,Inactive,2022-04-26,2027-04-20,2024-09-08,1038 First Ave,Buffalo,NY,14624,(626) 796-4049,[],True,Stanford University School of Medicine,2025-09-02
060NY704659,"William Lopez, DO",William,Lopez,Physician,060,Otolaryngology,Active,2016-10-11,2025-11-14,2023-05-13,2805 Fifth Ave,Albany,NY,10617,(626) 510-4871,[],True,Harvard Medical School,2025-09-02
060NY785055,"Mohammed Hernandez, MD PhD",Mohammed,Hernandez,Physician,060,Pathology,Expired,2015-10-18,2026-01-15,2024-07-13,5247 York Ave,Syracuse,NY,13793,(818) 961-9078,[],True,Harvard Medical School,2025-09-02
060NY359140,"Ana Sanchez, MD PhD",Ana,Sanchez,Physician,060,Family Medicine,Active,2017-04-09,2026-07-15,2024-03-17,4160 Amsterdam Ave,New York,NY,11478,(310) 818-8189,[],True,Harvard Medical School,2025-09-02
060NY173277,"Sarah Lopez, DO PhD",Sarah,Lopez,Physician,060,Orthopedic Surgery,Active,2023-01-19,2026-07-12,2024-04-16,9764 First Ave,Buffalo,NY,14016,(818) 534-3265,[],True,Harvard Medical School,2025-09-02
060NY241260,"Robert Johnson, MD",Robert,Johnson,Physician,060,Pathology,Active,2019-03-22,2024-12-22,2024-08-13,2839 Broadway,Syracuse,NY,14969,(626) 676-9497,[],False,Stanford University School of Medicine,2025-09-02
060NY799764,"Priya Wilson, MD PhD",Priya,Wilson,Physician,060,Endocrinology,Inactive,2019-09-01,2025-09-15,2024-05-06,8766 Second Ave,Rochester,NY,11935,(213) 860-2343,[],False,Harvard Medical School,2025-09-02
060NY975753,"Elizabeth Jones, MD PhD",Elizabeth,Jones,Physician,060,Orthopedic Surgery,Active,2021-04-26,2025-03-12,2025-07-18,2445 Columbus Ave,New York,NY,10757,(347) 403-8831,[],False,Johns Hopkins School of Medicine,2025-09-02
060NY159442,"Li Kumar, DO",Li,Kumar,Physician,060,Urology,Active,2021-06-21,2024-09-12,2023-05-05,7703 Fifth Ave,Albany,NY,10943,(646) 607-1793,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY265050,"Robert Davis, DO",Robert,Davis,Physician,060,Cardiology,Active,2015-12-21,2027-04-02,2023-05-17,7645 Columbus Ave,New York,NY,10949,(718) 591-7597,[],True,Harvard Medical School,2025-09-02
060NY226832,"Fatima Lopez, MD",Fatima,Lopez,Physician,060,Urology,Active,2023-04-26,2027-03-05,2024-11-28,5619 Columbus Ave,Buffalo,NY,11753,(212) 500-4153,[],False,Stanford University School of Medicine,2025-09-02
060NY792413,"Mary Wilson, MD",Mary,Wilson,Physician,060,Orthopedic Surgery,Active,2018-07-26,2026-05-12,2022-10-02,1698 Madison Ave,New York,NY,14574,(626) 604-9598,[],True,Stanford University School of Medicine,2025-09-02
060NY241174,"Li Smith, MD PhD",Li,Smith,Physician,060,Dermatology,Active,2016-12-26,2026-04-12,2023-07-26,2111 Broadway,Rochester,NY,13117,(718) 959-1020,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY234430,"Priya Wang, MD PhD",Priya,Wang,Physician,060,Otolaryngology,Inactive,2018-02-08,2024-10-06,2025-02-15,3750 First Ave,Rochester,NY,14503,(929) 752-7007,[],False,Stanford University School of Medicine,2025-09-02
060NY987454,"Carlos Rodriguez, DO",Carlos,Rodriguez,Physician,060,Family Medicine,Active,2020-10-06,2025-02-02,2024-10-18,421 Madison Ave,Rochester,NY,11326,(310) 436-9107,[],False,Harvard Medical School,2025-09-02
060NY564639,"William Liu, MD",William,Liu,Physician,060,Pediatrics,Active,2018-11-02,2027-01-22,2025-07-19,6756 Park Ave,Albany,NY,10876,(929) 527-5277,[],True,Johns Hopkins School of Medicine,2025-09-02
060NY835262,"Rajesh Smith, DO",Rajesh,Smith,Physician,060,Anesthesiology,Active,2023-04-24,2026-01-26,2025-05-05,2043 Broadway,Albany,NY,13698,(929) 633-6050,[],True,Stanford University School of Medicine,2025-09-02
